date,state,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper
2020-06-09,Illinois,NA,56.25412992671828,19.921035400431197,126.59237444613056,NA,6002.163966381528,5781.864019749186,6314.656966960524
2020-06-10,Illinois,NA,54.25412992671828,18.47471541386156,125.44188445289896,NA,6061.249152663405,5820.918312607768,6410.413007849482
2020-06-11,Illinois,NA,54.31757310096603,20.45368676568806,121.81517671926707,NA,6116.665216685574,5856.458182305638,6499.97504475688
2020-06-12,Illinois,NA,51.24712037732712,17.925469953259764,115.05401164857139,NA,6172.09547842139,5891.949849044571,6588.176520507991
2020-06-13,Illinois,NA,51.3035540021837,17.929904506088334,120.3921791674239,NA,6223.761631750991,5920.60781298584,6686.35461806143
2020-06-14,Illinois,NA,48.07817673248461,15.622630410530574,116.69565714988998,NA,6273.311591671048,5950.455815111454,6765.854718694892
2020-06-15,Illinois,NA,47.60288877021731,15.002932226289856,115.35713142046808,NA,6322.231339082777,5973.789135084807,6868.076627129669
2020-06-16,Illinois,NA,44.6063935449129,13.700092683560664,112.57542214021625,NA,6368.756765579963,5999.732194802877,6954.217790587658
2020-06-17,Illinois,NA,43.21207263037128,14.162291325178604,114.64437253731646,NA,6415.919592749733,6032.151977937577,7042.609626029869
2020-06-18,Illinois,NA,42.05013853491993,13.15084722295887,104.88634390236051,NA,6458.2548683390405,6058.7203200632985,7128.632559104826
2020-06-19,Illinois,NA,39.972676261889845,12.470203860473207,110.03211813275392,NA,6500.093827317907,6084.114205766711,7203.0141290861175
2020-06-20,Illinois,NA,39.345968528257956,11.091838601539678,103.48753267204566,NA,6543.306078563142,6099.453599956707,7275.528128361729
2020-06-21,Illinois,NA,36.965666712498674,10.85945178244941,107.2198726589346,NA,6580.7682405009455,6116.2645518872105,7359.626207704705
2020-06-22,Illinois,NA,35.57835534734823,10.549602690329051,103.80151386936986,NA,6614.9803131313165,6130.023724638136,7454.981310101588
2020-06-23,Illinois,NA,35.18403443280661,10.317215871238782,104.87747381586125,NA,6651.664347564123,6145.067036595499,7567.248193790445
2020-06-24,Illinois,NA,34.564336248565894,10.073384949928778,104.06530534260168,NA,6685.203971774956,6165.316830207564,7654.279950336502
2020-06-25,Illinois,NA,32.95164761371635,9.09183860153968,106.78191512094752,NA,6720.113383477462,6177.097741492345,7747.398932316404
2020-06-26,Illinois,NA,32.17702488341545,9.68607358477833,105.07517011772293,NA,6754.322129948002,6194.934739300641,7821.070545055815
2020-06-27,Illinois,NA,30.874185340686257,8.62706496335914,97.23159699032182,NA,6787.108338691571,6207.569325044238,7907.432054285325
2020-06-28,Illinois,NA,30.86717579129509,8.615620861139407,100.31456648620437,NA,6819.359321073322,6223.501012106033,7976.6030698625855
2020-06-29,Illinois,NA,30.55732669917473,8.549602690329051,103.50933056177621,NA,6849.314473461733,6244.258385637409,8053.271971465801
2020-03-06,Indiana,0,0,0,0,0,0,0,0
2020-03-07,Indiana,0,0,0,0,0,0,0,0
2020-03-08,Indiana,0,0,0,0,0,0,0,0
2020-03-09,Indiana,0,0,0,0,0,0,0,0
2020-03-10,Indiana,0,0,0,0,0,0,0,0
2020-03-11,Indiana,0,0,0,0,0,0,0,0
2020-03-12,Indiana,0,0,0,0,0,0,0,0
2020-03-13,Indiana,0,0,0,0,0,0,0,0
2020-03-14,Indiana,0,0,0,0,0,0,0,0
2020-03-15,Indiana,0,0,0,0,0,0,0,0
2020-03-16,Indiana,1,1,1,1,1,1,1,1
2020-03-17,Indiana,1,1,1,1,2,2,2,2
2020-03-18,Indiana,0,0,0,0,2,2,2,2
2020-03-19,Indiana,0,0,0,0,2,2,2,2
2020-03-20,Indiana,1,1,1,1,3,3,3,3
2020-03-21,Indiana,1,1,1,1,4,4,4,4
2020-03-22,Indiana,2,2,2,2,6,6,6,6
2020-03-23,Indiana,1,1,1,1,7,7,7,7
2020-03-24,Indiana,5,5,5,5,12,12,12,12
2020-03-25,Indiana,2,2,2,2,14,14,14,14
2020-03-26,Indiana,4,4,4,4,18,18,18,18
2020-03-27,Indiana,8,8,8,8,26,26,26,26
2020-03-28,Indiana,5,5,5,5,31,31,31,31
2020-03-29,Indiana,1,1,1,1,32,32,32,32
2020-03-30,Indiana,3,3,3,3,35,35,35,35
2020-03-31,Indiana,15,15,15,15,50,50,50,50
2020-04-01,Indiana,15,15,15,15,65,65,65,65
2020-04-02,Indiana,13,13,13,13,78,78,78,78
2020-04-03,Indiana,24,24,24,24,102,102,102,102
2020-04-04,Indiana,14,14,14,14,116,116,116,116
2020-04-05,Indiana,11,11,11,11,127,127,127,127
2020-04-06,Indiana,14,14,14,14,141,141,141,141
2020-04-07,Indiana,32,32,32,32,173,173,173,173
2020-04-08,Indiana,30,30,30,30,203,203,203,203
2020-04-09,Indiana,43,43,43,43,246,246,246,246
2020-04-10,Indiana,54,54,54,54,300,300,300,300
2020-04-11,Indiana,30,30,30,30,330,330,330,330
2020-04-12,Indiana,13,13,13,13,343,343,343,343
2020-04-13,Indiana,7,7,7,7,350,350,350,350
2020-04-14,Indiana,37,37,37,37,387,387,387,387
2020-04-15,Indiana,49,49,49,49,436,436,436,436
2020-04-16,Indiana,41,41,41,41,477,477,477,477
2020-04-17,Indiana,42,42,42,42,519,519,519,519
2020-04-18,Indiana,26,26,26,26,545,545,545,545
2020-04-19,Indiana,17,17,17,17,562,562,562,562
2020-04-20,Indiana,7,7,7,7,569,569,569,569
2020-04-21,Indiana,61,61,61,61,630,630,630,630
2020-04-22,Indiana,31,31,31,31,661,661,661,661
2020-04-23,Indiana,45,45,45,45,706,706,706,706
2020-04-24,Indiana,35,35,35,35,741,741,741,741
2020-04-25,Indiana,44,44,44,44,785,785,785,785
2020-04-26,Indiana,28,28,28,28,813,813,813,813
2020-04-27,Indiana,119,119,119,119,932,932,932,932
2020-04-28,Indiana,60,60,60,60,992,992,992,992
2020-04-29,Indiana,73,73,73,73,1065,1065,1065,1065
2020-04-30,Indiana,49,49,49,49,1114,1114,1114,1114
2020-05-01,Indiana,61,61,61,61,1175,1175,1175,1175
2020-05-02,Indiana,54,54,54,54,1229,1229,1229,1229
2020-05-03,Indiana,17,17,17,17,1246,1246,1246,1246
2020-05-04,Indiana,18,18,18,18,1264,1264,1264,1264
2020-05-05,Indiana,62,62,62,62,1326,1326,1326,1326
2020-05-06,Indiana,51,51,51,51,1377,1377,1377,1377
2020-05-07,Indiana,37,37,37,37,1414,1414,1414,1414
2020-05-08,Indiana,33,33,33,33,1447,1447,1447,1447
2020-05-09,Indiana,43,43,43,43,1490,1490,1490,1490
2020-05-10,Indiana,18,18,18,18,1508,1508,1508,1508
2020-05-11,Indiana,32,32,32,32,1540,1540,1540,1540
2020-05-12,Indiana,38,38,38,38,1578,1578,1578,1578
2020-05-13,Indiana,41,41,41,41,1619,1619,1619,1619
2020-05-14,Indiana,27,27,27,27,1646,1646,1646,1646
2020-05-15,Indiana,45,45,45,45,1691,1691,1691,1691
2020-05-16,Indiana,50,50,50,50,1741,1741,1741,1741
2020-05-17,Indiana,10,10,10,10,1751,1751,1751,1751
2020-05-18,Indiana,14,14,14,14,1765,1765,1765,1765
2020-05-19,Indiana,59,59,59,59,1824,1824,1824,1824
2020-05-20,Indiana,40,40,40,40,1864,1864,1864,1864
2020-05-21,Indiana,49,49,49,49,1913,1913,1913,1913
2020-05-22,Indiana,28,28,28,28,1941,1941,1941,1941
2020-05-23,Indiana,23,23,23,23,1964,1964,1964,1964
2020-05-24,Indiana,12,12,12,12,1976,1976,1976,1976
2020-05-25,Indiana,8,8,8,8,1984,1984,1984,1984
2020-05-26,Indiana,20,20,20,20,2004,2004,2004,2004
2020-05-27,Indiana,26,26,26,26,2030,2030,2030,2030
2020-05-28,Indiana,38,38,38,38,2068,2068,2068,2068
2020-05-29,Indiana,42,42,42,42,2110,2110,2110,2110
2020-05-30,Indiana,15,15,15,15,2125,2125,2125,2125
2020-05-31,Indiana,9,9,9,9,2134,2134,2134,2134
2020-06-02,Indiana,NA,19.05498377997855,6.372491036303934,46.48996414521574,NA,2206.490134882284,2183.8226532365184,2242.2690141720523
2020-06-03,Indiana,NA,18.814976950495833,5.680555233003545,43.71495987678904,NA,2226.460112686465,2196.8001365896544,2271.764546355552
2020-06-04,Indiana,NA,17.96997780418117,5.4480539524755365,41.877466279429086,NA,2245.0500939053877,2210.5961705658933,2297.760972682945
2020-06-05,Indiana,NA,17.34997438943981,5.294990609461264,40.877466279429086,NA,2263.861318081406,2223.810087075905,2325.1050776853663
2020-06-06,Indiana,NA,16.047478231023838,5.139989755775924,39.10439952167343,NA,2281.3700460990085,2236.540058050603,2347.260624381516
2020-06-07,Indiana,NA,15.504975243125152,4.449991463146604,37.17996243784506,NA,2297.7200204884484,2249.326648967216,2370.61592231551
2020-06-08,Indiana,NA,14.73747652365316,3.9924944510452924,36.94189311903338,NA,2314.5274918899895,2260.1416259177117,2392.2889151445534
2020-06-09,Indiana,NA,14.349974389439812,4.139989755775925,34.259400375358766,NA,2330.1799624378455,2271.716596038725,2414.587894485368
2020-06-10,Indiana,NA,13.884971828383794,3.5274918899892738,34.792460303631714,NA,2344.607437254128,2281.3880095608383,2435.4838886803072
2020-06-11,Indiana,NA,12.962472255226464,3.8299880484052458,32.86245518151967,NA,2359.4849035335565,2292.112412497253,2453.3953090319033
2020-06-12,Indiana,NA,12.268721188119788,3.674987194719906,31.624385862707992,NA,2372.6723715203566,2302.2090051212363,2473.13859808757
2020-06-13,Indiana,NA,11.652470547855785,3.062489328933255,29.777449205722295,NA,2385.0923407876844,2310.874850605066,2491.3218897042925
2020-06-14,Indiana,NA,10.807471401541124,2.9074884752479155,29.0024449372956,NA,2397.396059414748,2320.487497693736,2506.9196778209043
2020-06-15,Indiana,NA,10.497469694170444,2.8299880484052453,27.07994536413827,NA,2408.319781456553,2330.1363945689845,2521.883786238067
2020-06-16,Indiana,NA,10.109967559957095,2.6749871947199058,25.550817312213148,NA,2419.6547447480834,2338.9288548726163,2540.838752944339
2020-06-17,Indiana,NA,9.722465425743746,2.2155526719475276,24.072439815183557,NA,2429.7647123080405,2346.2071982222324,2554.66879784775
2020-06-18,Indiana,NA,8.954966706271756,1.984988902090585,23.766369984160704,NA,2439.409677306942,2354.152721868879,2567.7906349654622
2020-06-19,Indiana,NA,8.2262182002211,1.984988902090585,21.61887467943007,NA,2448.8996414521575,2362.160677989452,2578.2575011084773
2020-06-20,Indiana,NA,8.412463718373067,1.8299880484052455,21.52243127833016,NA,2457.808352396053,2369.1873325905535,2590.0420976594132
2020-06-21,Indiana,NA,7.722465425743746,1.8185506231027129,20.669926583060793,NA,2466.104565474162,2376.0026108897846,2603.8099900954985
2020-06-22,Indiana,NA,7.567464572058406,1.3724910363039342,20.127423595162107,NA,2474.2845279120074,2381.3470172409407,2616.8216335986904
2020-06-23,Indiana,NA,6.877466279429086,1.3724910363039342,19.284361959518485,NA,2481.9294929109083,2387.8216689395113,2626.4099218006713
2020-06-24,Indiana,NA,6.722465425743746,1.8299880484052455,17.824927436746133,NA,2489.8769540682256,2394.158569741713,2636.584071706503
2020-06-25,Indiana,NA,6.722465425743746,1.3724910363039342,17.437425302532784,NA,2496.6381697073907,2400.1269113839585,2645.703539181092
2020-06-26,Indiana,NA,6.032467133114426,1.3724910363039342,17.204924022004775,NA,2503.5118832123426,2404.476885773398,2654.9629395564507
2020-06-27,Indiana,NA,6.412463718373067,1.3724910363039342,16.282424448847447,NA,2510.26934607703,2411.4809668726293,2663.2242774424803
2020-06-28,Indiana,NA,6.334963291530397,1.3724910363039342,15.526363154677988,NA,2517.751804673291,2417.583428883632,2672.4761722688845
2020-06-29,Indiana,NA,5.877466279429086,1.3724910363039342,14.444930851487493,NA,2523.62927095272,2423.3948321615208,2679.1113928594245
2020-03-08,Iowa,0,0,0,0,0,0,0,0
2020-03-09,Iowa,0,0,0,0,0,0,0,0
2020-03-10,Iowa,0,0,0,0,0,0,0,0
2020-03-11,Iowa,0,0,0,0,0,0,0,0
2020-03-12,Iowa,0,0,0,0,0,0,0,0
2020-03-13,Iowa,0,0,0,0,0,0,0,0
2020-03-14,Iowa,0,0,0,0,0,0,0,0
2020-03-15,Iowa,0,0,0,0,0,0,0,0
2020-03-16,Iowa,0,0,0,0,0,0,0,0
2020-03-17,Iowa,0,0,0,0,0,0,0,0
2020-03-18,Iowa,0,0,0,0,0,0,0,0
2020-03-19,Iowa,0,0,0,0,0,0,0,0
2020-03-20,Iowa,0,0,0,0,0,0,0,0
2020-03-21,Iowa,0,0,0,0,0,0,0,0
2020-03-22,Iowa,0,0,0,0,0,0,0,0
2020-03-23,Iowa,0,0,0,0,0,0,0,0
2020-03-24,Iowa,1,1,1,1,1,1,1,1
2020-03-25,Iowa,0,0,0,0,1,1,1,1
2020-03-26,Iowa,0,0,0,0,1,1,1,1
2020-03-27,Iowa,2,2,2,2,3,3,3,3
2020-03-28,Iowa,0,0,0,0,3,3,3,3
2020-03-29,Iowa,1,1,1,1,4,4,4,4
2020-03-30,Iowa,2,2,2,2,6,6,6,6
2020-03-31,Iowa,1,1,1,1,7,7,7,7
2020-04-01,Iowa,2,2,2,2,9,9,9,9
2020-04-02,Iowa,2,2,2,2,11,11,11,11
2020-04-03,Iowa,0,0,0,0,11,11,11,11
2020-04-04,Iowa,0,0,0,0,11,11,11,11
2020-04-05,Iowa,11,11,11,11,22,22,22,22
2020-04-06,Iowa,3,3,3,3,25,25,25,25
2020-04-07,Iowa,1,1,1,1,26,26,26,26
2020-04-08,Iowa,1,1,1,1,27,27,27,27
2020-04-09,Iowa,0,0,0,0,27,27,27,27
2020-04-10,Iowa,4,4,4,4,31,31,31,31
2020-04-11,Iowa,3,3,3,3,34,34,34,34
2020-04-12,Iowa,7,7,7,7,41,41,41,41
2020-04-13,Iowa,3,3,3,3,44,44,44,44
2020-04-14,Iowa,0,0,0,0,44,44,44,44
2020-04-15,Iowa,9,9,9,9,53,53,53,53
2020-04-16,Iowa,7,7,7,7,60,60,60,60
2020-04-17,Iowa,4,4,4,4,64,64,64,64
2020-04-18,Iowa,10,10,10,10,74,74,74,74
2020-04-19,Iowa,1,1,1,1,75,75,75,75
2020-04-20,Iowa,4,4,4,4,79,79,79,79
2020-04-21,Iowa,4,4,4,4,83,83,83,83
2020-04-22,Iowa,7,7,7,7,90,90,90,90
2020-04-23,Iowa,6,6,6,6,96,96,96,96
2020-04-24,Iowa,11,11,11,11,107,107,107,107
2020-04-25,Iowa,5,5,5,5,112,112,112,112
2020-04-26,Iowa,6,6,6,6,118,118,118,118
2020-04-27,Iowa,9,9,9,9,127,127,127,127
2020-04-28,Iowa,9,9,9,9,136,136,136,136
2020-04-29,Iowa,12,12,12,12,148,148,148,148
2020-04-30,Iowa,14,14,14,14,162,162,162,162
2020-05-01,Iowa,8,8,8,8,170,170,170,170
2020-05-02,Iowa,5,5,5,5,175,175,175,175
2020-05-03,Iowa,9,9,9,9,184,184,184,184
2020-05-04,Iowa,4,4,4,4,188,188,188,188
2020-05-05,Iowa,19,19,19,19,207,207,207,207
2020-05-06,Iowa,12,12,12,12,219,219,219,219
2020-05-07,Iowa,12,12,12,12,231,231,231,231
2020-05-08,Iowa,12,12,12,12,243,243,243,243
2020-05-09,Iowa,9,9,9,9,252,252,252,252
2020-05-10,Iowa,13,13,13,13,265,265,265,265
2020-05-11,Iowa,6,6,6,6,271,271,271,271
2020-05-12,Iowa,18,18,18,18,289,289,289,289
2020-05-13,Iowa,17,17,17,17,306,306,306,306
2020-05-14,Iowa,12,12,12,12,318,318,318,318
2020-05-15,Iowa,18,18,18,18,336,336,336,336
2020-05-16,Iowa,10,10,10,10,346,346,346,346
2020-05-17,Iowa,5,5,5,5,351,351,351,351
2020-05-18,Iowa,4,4,4,4,355,355,355,355
2020-05-19,Iowa,12,12,12,12,367,367,367,367
2020-05-20,Iowa,33,33,33,33,400,400,400,400
2020-05-21,Iowa,14,14,14,14,414,414,414,414
2020-05-22,Iowa,27,27,27,27,441,441,441,441
2020-05-23,Iowa,5,5,5,5,446,446,446,446
2020-05-24,Iowa,10,10,10,10,456,456,456,456
2020-05-25,Iowa,4,4,4,4,460,460,460,460
2020-05-26,Iowa,20,20,20,20,480,480,480,480
2020-05-27,Iowa,16,16,16,16,496,496,496,496
2020-05-28,Iowa,14,14,14,14,510,510,510,510
2020-05-29,Iowa,15,15,15,15,525,525,525,525
2020-05-30,Iowa,6,6,6,6,531,531,531,531
2020-05-31,Iowa,6,6,6,6,537,537,537,537
2020-06-02,Iowa,NA,12.461553760320683,3.4268024620078963,29.905731871484974,NA,561.3499099826493,546.724585497188,585.8606449412916
2020-06-03,Iowa,NA,11.952865935742487,3.263031736867295,29.724585497187977,NA,574.2208905558214,555.2680246200789,605.3201515675481
2020-06-04,Iowa,NA,11.789095210601886,3.1811463742969943,28.97024158489888,NA,587.1911321407204,564.0744954798372,623.9408175994674
2020-06-05,Iowa,NA,11.707209848031585,3.263031736867295,29.478929409477075,NA,599.8983419887518,572.7817053278688,641.6239462107364
2020-06-06,Iowa,NA,12.13401231003948,3.1811463742969943,29.416466830127398,NA,613.1142396613617,582.1680793132253,661.081535497113
2020-06-07,Iowa,NA,11.97024158489888,3.1811463742969943,29.82384650891467,NA,625.9207105211199,590.4765324099557,680.2974331697228
2020-06-08,Iowa,NA,11.888356222328579,3.097213877662436,30.25064897092257,NA,638.8500094247337,599.1192325445734,697.6509731966464
2020-06-09,Iowa,NA,11.806470859758278,3.0173756491563934,29.74196114634437,NA,651.6155376032068,607.943079053488,716.9631861318355
2020-06-10,Iowa,NA,12.151387959195874,2.935490286586093,30.858597807227458,NA,663.9306962875432,616.3401231003947,736.6075989708477
2020-06-11,Iowa,NA,11.905731871484972,3.3622927485939886,31.10425389493836,NA,677.1813452584659,624.7244499516871,755.5885106172968
2020-06-12,Iowa,NA,11.660075783774072,3.1166366608830876,30.54843200610265,NA,689.2508478550914,633.5937178204648,775.4615383245332
2020-06-13,Iowa,NA,11.841222158071066,3.034751298312787,29.875973456383853,NA,702.1330126944476,642.0168902381984,793.92979767246
2020-06-14,Iowa,NA,11.595566070360164,3.034751298312787,28.778759578721385,NA,714.0970628963742,650.4593556449681,813.7147986149334
2020-06-15,Iowa,NA,10.923107520641366,2.9528659357424862,28.90606630115467,NA,725.8563996918749,659.4970526924283,832.1138897959045
2020-06-16,Iowa,NA,11.022368532368061,2.7072098480315847,28.40408406418267,NA,738.0189719172548,667.7026147331576,849.7758829195584
2020-06-17,Iowa,NA,10.694827082086858,2.7072098480315847,28.536049240157922,NA,749.5090855929159,676.4148174644009,867.8761723405528
2020-06-18,Iowa,NA,10.285400269235355,2.543439122890984,27.79908097702522,NA,760.2039126750028,683.2734152716284,881.6712791591629
2020-06-19,Iowa,NA,9.957858818954154,2.461553760320683,26.126622427306422,NA,771.2610325056836,690.6366066353055,898.2408466528806
2020-06-20,Iowa,NA,9.712202731243252,2.461553760320683,25.71719561445492,NA,781.8094645117862,697.8509213977053,913.9489551159954
2020-06-21,Iowa,NA,9.54843200610265,2.297783035180082,25.915717637908305,NA,792.4571575296156,705.153697316097,931.307617820315
2020-06-22,Iowa,NA,9.729578380399646,2.724585497187978,25.161373725619207,NA,802.4733346790113,713.3100781585046,948.0566189839353
2020-06-23,Iowa,NA,9.483922292688744,2.134012310039481,24.844502336888205,NA,813.0155753021415,720.2786070390089,961.1153217248263
2020-06-24,Iowa,NA,9.361094248833293,2.134012310039481,23.8512079244944,NA,823.598758606557,729.965709808693,976.4887487588246
2020-06-25,Iowa,NA,9.66506866698574,2.5608147720473773,23.7693225619241,NA,833.345712636113,738.4843833996945,992.330869531979
2020-06-26,Iowa,NA,9.501297941845138,2.5608147720473773,23.804073860236887,NA,843.519469127677,745.8970903913632,1006.8686314765314
2020-06-27,Iowa,NA,8.91072475469664,2.5608147720473773,23.558417772525985,NA,852.8979390256667,753.1374037304053,1022.6411496915007
2020-06-28,Iowa,NA,9.682444316142131,2.5608147720473773,24.06710559710418,NA,862.9984979792386,762.4969650498081,1037.6513900741884
2020-06-29,Iowa,NA,9.51867359100153,2.9876172340552736,23.668348845802875,NA,873.1896301199588,768.6486874386737,1055.3446842268454
2020-03-07,Kansas,0,0,0,0,0,0,0,0
2020-03-08,Kansas,0,0,0,0,0,0,0,0
2020-03-09,Kansas,0,0,0,0,0,0,0,0
2020-03-10,Kansas,0,0,0,0,0,0,0,0
2020-03-11,Kansas,0,0,0,0,0,0,0,0
2020-03-12,Kansas,1,1,1,1,1,1,1,1
2020-03-13,Kansas,0,0,0,0,1,1,1,1
2020-03-14,Kansas,0,0,0,0,1,1,1,1
2020-03-15,Kansas,0,0,0,0,1,1,1,1
2020-03-16,Kansas,0,0,0,0,1,1,1,1
2020-03-17,Kansas,0,0,0,0,1,1,1,1
2020-03-18,Kansas,0,0,0,0,1,1,1,1
2020-03-19,Kansas,0,0,0,0,1,1,1,1
2020-03-20,Kansas,0,0,0,0,1,1,1,1
2020-03-21,Kansas,1,1,1,1,2,2,2,2
2020-03-22,Kansas,0,0,0,0,2,2,2,2
2020-03-23,Kansas,0,0,0,0,2,2,2,2
2020-03-24,Kansas,1,1,1,1,3,3,3,3
2020-03-25,Kansas,0,0,0,0,3,3,3,3
2020-03-26,Kansas,0,0,0,0,3,3,3,3
2020-03-27,Kansas,1,1,1,1,4,4,4,4
2020-03-28,Kansas,2,2,2,2,6,6,6,6
2020-03-29,Kansas,1,1,1,1,7,7,7,7
2020-03-30,Kansas,2,2,2,2,9,9,9,9
2020-03-31,Kansas,1,1,1,1,10,10,10,10
2020-04-01,Kansas,1,1,1,1,11,11,11,11
2020-04-02,Kansas,3,3,3,3,14,14,14,14
2020-04-03,Kansas,5,5,5,5,19,19,19,19
2020-04-04,Kansas,2,2,2,2,21,21,21,21
2020-04-05,Kansas,2,2,2,2,23,23,23,23
2020-04-06,Kansas,2,2,2,2,25,25,25,25
2020-04-07,Kansas,5,5,5,5,30,30,30,30
2020-04-08,Kansas,8,8,8,8,38,38,38,38
2020-04-09,Kansas,4,4,4,4,42,42,42,42
2020-04-10,Kansas,8,8,8,8,50,50,50,50
2020-04-11,Kansas,5,5,5,5,55,55,55,55
2020-04-12,Kansas,1,1,1,1,56,56,56,56
2020-04-13,Kansas,7,7,7,7,63,63,63,63
2020-04-14,Kansas,6,6,6,6,69,69,69,69
2020-04-15,Kansas,7,7,7,7,76,76,76,76
2020-04-16,Kansas,4,4,4,4,80,80,80,80
2020-04-17,Kansas,4,4,4,4,84,84,84,84
2020-04-18,Kansas,2,2,2,2,86,86,86,86
2020-04-19,Kansas,8,8,8,8,94,94,94,94
2020-04-20,Kansas,7,7,7,7,101,101,101,101
2020-04-21,Kansas,6,6,6,6,107,107,107,107
2020-04-22,Kansas,4,4,4,4,111,111,111,111
2020-04-23,Kansas,1,1,1,1,112,112,112,112
2020-04-24,Kansas,5,5,5,5,117,117,117,117
2020-04-25,Kansas,2,2,2,2,119,119,119,119
2020-04-26,Kansas,1,1,1,1,120,120,120,120
2020-04-27,Kansas,6,6,6,6,126,126,126,126
2020-04-28,Kansas,1,1,1,1,127,127,127,127
2020-04-29,Kansas,5,5,5,5,132,132,132,132
2020-04-30,Kansas,1,1,1,1,133,133,133,133
2020-05-01,Kansas,3,3,3,3,136,136,136,136
2020-05-02,Kansas,4,4,4,4,140,140,140,140
2020-05-03,Kansas,2,2,2,2,142,142,142,142
2020-05-04,Kansas,12,12,12,12,154,154,154,154
2020-05-05,Kansas,6,6,6,6,160,160,160,160
2020-05-06,Kansas,3,3,3,3,163,163,163,163
2020-05-07,Kansas,1,1,1,1,164,164,164,164
2020-05-08,Kansas,3,3,3,3,167,167,167,167
2020-05-09,Kansas,5,5,5,5,172,172,172,172
2020-05-10,Kansas,0,0,0,0,172,172,172,172
2020-05-11,Kansas,2,2,2,2,174,174,174,174
2020-05-12,Kansas,4,4,4,4,178,178,178,178
2020-05-13,Kansas,1,1,1,1,179,179,179,179
2020-05-14,Kansas,2,2,2,2,181,181,181,181
2020-05-15,Kansas,6,6,6,6,187,187,187,187
2020-05-16,Kansas,2,2,2,2,189,189,189,189
2020-05-17,Kansas,0,0,0,0,189,189,189,189
2020-05-18,Kansas,1,1,1,1,190,190,190,190
2020-05-19,Kansas,3,3,3,3,193,193,193,193
2020-05-20,Kansas,4,4,4,4,197,197,197,197
2020-05-21,Kansas,2,2,2,2,199,199,199,199
2020-05-22,Kansas,1,1,1,1,200,200,200,200
2020-05-23,Kansas,0,0,0,0,200,200,200,200
2020-05-24,Kansas,0,0,0,0,200,200,200,200
2020-05-25,Kansas,1,1,1,1,201,201,201,201
2020-05-26,Kansas,3,3,3,3,204,204,204,204
2020-05-27,Kansas,3,3,3,3,207,207,207,207
2020-05-28,Kansas,2,2,2,2,209,209,209,209
2020-05-29,Kansas,0,0,0,0,209,209,209,209
2020-05-30,Kansas,0,0,0,0,209,209,209,209
2020-05-31,Kansas,2,2,2,2,211,211,211,211
2020-06-02,Kansas,NA,1,0,5.202049518460004,NA,215.24876953888543,213.03114668028363,221.08811429300908
2020-06-03,Kansas,NA,1,0,5.129508565592731,NA,216.88606477454908,213.39385144462,223.79795048154
2020-06-04,Kansas,NA,1,0,5.129508565592731,NA,217.95860572741637,213.53893335035454,225.53566534346095
2020-06-05,Kansas,NA,1,0,5.05696761272546,NA,219.1036876331509,213.9016381146909,227.67025543976894
2020-06-06,Kansas,NA,0.8549180942654553,0,4.911885706990915,NA,220.66844191594726,214.53893335035457,230.3057371516109
2020-06-07,Kansas,NA,0.8549180942654553,0,4.911885706990915,NA,221.66844191594726,214.75655620895634,231.95860572741637
2020-06-08,Kansas,NA,0.8549180942654553,0,4.419672377061821,NA,222.66844191594726,215.46639239748725,234.03114668028365
2020-06-09,Kansas,NA,0.3627047643363619,0,4.274590471327277,NA,223.59590096308,216.16392325276996,236.03114668028365
2020-06-10,Kansas,NA,0.3627047643363619,0,4.274590471327277,NA,224.52336001021274,216.32131049175274,237.46639239748725
2020-06-11,Kansas,NA,0.8549180942654553,0,4.274590471327277,NA,225.45081905734548,216.95860572741637,239.5407468741762
2020-06-12,Kansas,NA,0.3627047643363619,0,4.05696761272546,NA,226.3057371516109,217.59590096308,240.82909716182365
2020-06-13,Kansas,NA,0.3627047643363619,0,4.404099036920009,NA,227.08811429300908,217.74098286881454,242.68582877991076
2020-06-14,Kansas,NA,0.14508190573454474,0,3.911885706990915,NA,227.87049143440728,218.3057371516109,244.39385144462
2020-06-15,Kansas,NA,0.14508190573454474,0,3.2745904713272767,NA,228.58032762293817,218.85818610115905,245.61510135086513
2020-06-16,Kansas,NA,0.14508190573454474,0,3.549180942654553,NA,229.29016381146909,218.94303238727457,246.75655620895634
2020-06-17,Kansas,NA,0,0,3.056967612725459,NA,230,219.43524571720366,248.1036876331509
2020-06-18,Kansas,NA,0,0,3.4766399897872806,NA,230.14508190573457,219.58032762293817,249.17622858601817
2020-06-19,Kansas,NA,0,0,3.3315580840527357,NA,230.7823771413982,219.58032762293817,250.03114668028365
2020-06-20,Kansas,NA,0,0,3.186476178318191,NA,231.34713142419457,220.07254095286729,251.03114668028365
2020-06-21,Kansas,NA,0,0,3.186476178318191,NA,231.98442665985817,220.62498990241542,251.8860647745491
2020-06-22,Kansas,NA,0,0,3.186476178318191,NA,232.54918094265457,220.63729523566366,252.68256077301717
2020-06-23,Kansas,NA,0,0,2.694262848389098,NA,233.11393522545092,221.20204951846,253.46493791441537
2020-06-24,Kansas,NA,0,0,2.47663998978728,NA,233.6786895082473,221.20204951846,254.73771486192098
2020-06-25,Kansas,NA,0,0,2.3315580840527357,NA,234.17090283817637,221.68195751514088,255.21762285860183
